,SampleID,notes,sampling date,sampling time,movement,Station_start,Station_end,sample type,medium,Station,ecosystem,depth,filtration,pore size,replicate,time,bottle,filter type,time point,Season,Latitude,Longitude,depth_class,depth_category,Sampling_month,Sample,depth_m,eligible_for_ctd,ctd_ctd_depth_m,depth_diff,ctd_sal,ctd_temp,ctd_fluor,ctd_oxygen2,ctd_oxygen,ctd_pres,ctd_theta,ctd_ctd_file
314,20252910-M2-010m-2,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.713,-122.304,10,shallow,Oct.25,20252910-M2-010m-2,10,TRUE,10,0,33.39149254,15.92240922,0.060411925,5.229843426,227.9750287,10.07455919,15.92084795,SynchroOSW - Fall 2025 - M2.cnv
315,20252910-M2-010m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.713,-122.304,10,shallow,Oct.25,20252910-M2-010m-3,10,TRUE,10,0,33.39149254,15.92240922,0.060411925,5.229843426,227.9750287,10.07455919,15.92084795,SynchroOSW - Fall 2025 - M2.cnv
316,20252910-M2-030m-1,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,3,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.713,-122.304,DeepChla,shallow,Oct.25,20252910-M2-030m-1,3,TRUE,6,3,33.39140887,15.94612071,0.045533398,5.221353703,227.6055718,6.044332494,15.94518313,SynchroOSW - Fall 2025 - M2.cnv
317,20252910-M2-030m-2,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,3,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.713,-122.304,DeepChla,shallow,Oct.25,20252910-M2-030m-2,3,TRUE,6,3,33.39140887,15.94612071,0.045533398,5.221353703,227.6055718,6.044332494,15.94518313,SynchroOSW - Fall 2025 - M2.cnv
318,20252910-M2-030m-3,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,3,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.713,-122.304,DeepChla,shallow,Oct.25,20252910-M2-030m-3,3,TRUE,6,3,33.39140887,15.94612071,0.045533398,5.221353703,227.6055718,6.044332494,15.94518313,SynchroOSW - Fall 2025 - M2.cnv
319,20252910-M2-150m-1,torp,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.713,-122.304,150,deep,Oct.25,20252910-M2-150m-1,150,TRUE,150,0,33.96172016,9.363008468,0.01043871,2.279905242,99.21439113,151.1693548,9.346447642,SynchroOSW - Fall 2025 - M2.cnv
320,20252910-M2-150m-2,torp,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.713,-122.304,150,deep,Oct.25,20252910-M2-150m-2,150,TRUE,150,0,33.96172016,9.363008468,0.01043871,2.279905242,99.21439113,151.1693548,9.346447642,SynchroOSW - Fall 2025 - M2.cnv
321,20252910-M2-150m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.713,-122.304,150,deep,Oct.25,20252910-M2-150m-3,150,TRUE,150,0,33.96172016,9.363008468,0.01043871,2.279905242,99.21439113,151.1693548,9.346447642,SynchroOSW - Fall 2025 - M2.cnv
322,20252910-M2-300m-1,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.713,-122.304,300,deep,Oct.25,20252910-M2-300m-1,300,TRUE,291,9,34.16513805,8.135283027,0.010933345,1.203739604,52.36820226,293.2786421,8.10548594,SynchroOSW - Fall 2025 - M2.cnv
323,20252910-M2-300m-2,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.713,-122.304,300,deep,Oct.25,20252910-M2-300m-2,300,TRUE,291,9,34.16513805,8.135283027,0.010933345,1.203739604,52.36820226,293.2786421,8.10548594,SynchroOSW - Fall 2025 - M2.cnv
324,20252910-M2-300m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.713,-122.304,300,deep,Oct.25,20252910-M2-300m-3,300,TRUE,291,9,34.16513805,8.135283027,0.010933345,1.203739604,52.36820226,293.2786421,8.10548594,SynchroOSW - Fall 2025 - M2.cnv
325,20252910-MARS-010m-1,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,10,shallow,Oct.25,20252910-MARS-010m-1,10,TRUE,10,0,33.39600373,16.13506272,0.068902171,5.144541662,224.2652257,10.07455919,16.13348659,SynchroOSW - Fall 2025 - mars.cnv
326,20252910-MARS-010m-2,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,10,shallow,Oct.25,20252910-MARS-010m-2,10,TRUE,10,0,33.39600373,16.13506272,0.068902171,5.144541662,224.2652257,10.07455919,16.13348659,SynchroOSW - Fall 2025 - mars.cnv
327,20252910-MARS-010m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,10,shallow,Oct.25,20252910-MARS-010m-3,10,TRUE,10,0,33.39600373,16.13506272,0.068902171,5.144541662,224.2652257,10.07455919,16.13348659,SynchroOSW - Fall 2025 - mars.cnv
328,20252910-MARS-020m-1,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,20,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,DeepChla,shallow,Oct.25,20252910-MARS-020m-1,20,TRUE,20,0,33.39282106,16.05285063,0.095016869,5.137171486,223.9383814,20.14911839,16.04970906,SynchroOSW - Fall 2025 - mars.cnv
329,20252910-MARS-020m-2,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,20,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,DeepChla,shallow,Oct.25,20252910-MARS-020m-2,20,TRUE,20,0,33.39282106,16.05285063,0.095016869,5.137171486,223.9383814,20.14911839,16.04970906,SynchroOSW - Fall 2025 - mars.cnv
330,20252910-MARS-020m-3,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,20,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,DeepChla,shallow,Oct.25,20252910-MARS-020m-3,20,TRUE,20,0,33.39282106,16.05285063,0.095016869,5.137171486,223.9383814,20.14911839,16.04970906,SynchroOSW - Fall 2025 - mars.cnv
331,20252910-MARS-150m-1,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,150,deep,Oct.25,20252910-MARS-150m-1,150,TRUE,150,0,34.01953387,9.337842742,0.009039431,1.89432379,82.4318871,151.1693548,9.321297106,SynchroOSW - Fall 2025 - mars.cnv
332,20252910-MARS-150m-2,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,150,deep,Oct.25,20252910-MARS-150m-2,150,TRUE,150,0,34.01953387,9.337842742,0.009039431,1.89432379,82.4318871,151.1693548,9.321297106,SynchroOSW - Fall 2025 - mars.cnv
333,20252910-MARS-150m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,150,deep,Oct.25,20252910-MARS-150m-3,150,TRUE,150,0,34.01953387,9.337842742,0.009039431,1.89432379,82.4318871,151.1693548,9.321297106,SynchroOSW - Fall 2025 - mars.cnv
334,20252910-MARS-300m-1,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,300,deep,Oct.25,20252910-MARS-300m-1,300,TRUE,295,5,34.10221907,7.821171746,0.010931642,1.444002825,62.81855499,297.4046418,7.791677488,SynchroOSW - Fall 2025 - mars.cnv
335,20252910-MARS-300m-2,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,300,deep,Oct.25,20252910-MARS-300m-2,300,TRUE,295,5,34.10221907,7.821171746,0.010931642,1.444002825,62.81855499,297.4046418,7.791677488,SynchroOSW - Fall 2025 - mars.cnv
336,20252910-MARS-300m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,300,deep,Oct.25,20252910-MARS-300m-3,300,TRUE,295,5,34.10221907,7.821171746,0.010931642,1.444002825,62.81855499,297.4046418,7.791677488,SynchroOSW - Fall 2025 - mars.cnv
337,20252910-MARS-air-st-1,NA,10.29.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,1,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-MARS-air-st-1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,20252910-MARS-air-st-2,NA,10.29.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-MARS-air-st-2,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,20252910-MARS-air-st-3,NA,10.29.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,3,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-MARS-air-st-3,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,20252910-MARS-M2-air-1,transit MARS to M1,10.29.2025,NA,transition,MARS,M1,eDNA,NA,MARS,NA,NA,NA,0.22,NA,NA,NA,disk,4,Autumn,36.721,-122.1903,NA,NA,Oct.25,20252910-MARS-M2-air-1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,20252910-MARS-M2-air-1-2,transit MARS to M1,10.29.2025,NA,transition,MARS,M1,eDNA,air,MARS,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-MARS-M2-air-1-2,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,20252910-MARS-M2-air-2,transit MARS to M1,10.29.2025,NA,transition,MARS,M1,eDNA,air,MARS,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-MARS-M2-air-2,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,20252910-MARS-M2-air-3,transit MARS to M1,10.29.2025,NA,transition,MARS,M1,eDNA,air,MARS,marine,0,passive,0.22,3,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-MARS-M2-air-3,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,20252910-MARS-torp-A,torp,10.29.2025,NA,transition,NA,NA,eDNA,water,MARS,marine,0,passive,20,1,3,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-MARS-torp-A,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,20252910-MARS-torp-B,torp,10.29.2025,NA,transition,NA,NA,eDNA,water,MARS,marine,0,passive,20,2,3,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-MARS-torp-B,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,20252910-ML-M1-air-1,mainland to M1,10.28.2025,NA,stationary,ML,M1,eDNA,air,M1,marine,0,passive,0.22,1,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,20252910-ML-M1-air-1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,20252910-ML-M1-air-2,mainland to M1,10.28.2025,NA,stationary,ML,M1,eDNA,air,M1,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,20252910-ML-M1-air-2,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,20252910-ML-M1-air-3,mainland to M1,10.28.2025,NA,stationary,ML,M1,eDNA,air,M1,marine,0,passive,0.22,3,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,20252910-ML-M1-air-3,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,20252910-ML-MARS-air-1,transit ML to MARS,10.29.2025,NA,transition,ML,MARS,eDNA,air,MARS,marine,0,passive,0.22,1,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-ML-MARS-air-1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,20252910-ML-MARS-air-2,transit ML to MARS,10.29.2025,NA,transition,ML,MARS,eDNA,air,MARS,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-ML-MARS-air-2,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,20252910-ML-MARS-air-3,transit ML to MARS,10.29.2025,NA,transition,ML,MARS,eDNA,air,MARS,marine,0,passive,0.22,3,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,20252910-ML-MARS-air-3,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,250414-ESe-21a,NA,04.14.2025,NA,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,2,22,NA,Sterivex,2,Spring,36.8105,-121.7827,0,shallow,Apr.25,250414-ESe-21a,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,250414-ESe-21b,NA,04.14.2025,NA,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,3,22,NA,Sterivex,2,Spring,36.8105,-121.7827,0,shallow,Apr.25,250414-ESe-21b,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,250414-ESe-21c,NA,04.14.2025,NA,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,1,22,NA,Sterivex,2,Spring,36.8105,-121.7827,0,shallow,Apr.25,250414-ESe-21c,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,9-14-24-WF,Raksha Blueshark tagging,NA,NA,NA,NA,NA,eDNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-14-24-WF,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,9-19-24-WF-1-2,Raksha Blueshark tagging,NA,NA,NA,NA,NA,eDNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-19-24-WF-1-2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,9-19-24-WF-2-2,Raksha Blueshark tagging,NA,NA,NA,NA,NA,eDNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-19-24-WF-2-2,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,MARS-air-A,for whole transit,04.17.2025,NA,stationary,ML,MARS,eDNA,air,MARS,marine,0,passive,0.22,A,NA,NA,disk,2,Spring,36.743,-122.1068333,0,shallow,Apr.25,MARS-air-A,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,MARS-air-B,for whole transit,04.17.2025,NA,stationary,ML,MARs,eDNA,air,MARS,marine,0,passive,0.22,B,NA,NA,disk,2,Spring,36.743,-122.1068333,0,shallow,Apr.25,MARS-air-B,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,MARS-air-C,for whole transit,04.17.2025,NA,stationary,ML,MARS,eDNA,air,MARS,marine,0,passive,0.22,C,NA,NA,disk,2,Spring,36.743,-122.1068333,0,shallow,Apr.25,MARS-air-C,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,MARS-air-st-a,while CTD was in the water,04.17.2025,09:45:00,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,a,NA,NA,disk,2,Spring,36.743,-122.1068333,0,shallow,Apr.25,MARS-air-st-a,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,MARS-air-st-b,while CTD was in the water,04.17.2025,09:45:00,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,b,NA,NA,disk,2,Spring,36.743,-122.1068333,0,shallow,Apr.25,MARS-air-st-b,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,MARS-air-st-c,while CTD was in the water,04.17.2025,09:45:00,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,c,NA,NA,disk,2,Spring,36.743,-122.1068333,0,shallow,Apr.25,MARS-air-st-c,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,COS-CWC22-SockeyeSalmon,tissue,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COS-CWC22-SockeyeSalmon,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,COS-RGF-BigEyeTuna,tissue,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COS-RGF-BigEyeTuna,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,COS-RGF-BlackCod,tissue,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COS-RGF-BlackCod,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,COS-RGF-CaliforniaHalibut,tissue,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COS-RGF-CaliforniaHalibut,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,COS-RGF-Ono-Wahoo,tissue,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COS-RGF-Ono-Wahoo,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,COS-RGF-Sardine,tissue,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COS-RGF-Sardine,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,COS-RGF-Swordfish,tissue,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COS-RGF-Swordfish,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,COS-RGF22-BluefinTuna,tissue,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COS-RGF22-BluefinTuna,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,COS-RGF22-KingSalmon,tissue,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COS-RGF22-KingSalmon,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,COS-RGF22-YellowfinTuna,tissue,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COS-RGF22-YellowfinTuna,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,mock-community,mix of tissue samples,NA,NA,NA,NA,NA,positive,NA,BLANK,NA,blank,NA,blank,NA,blank,NA,blank,3,Summer,NA,NA,NA,NA,Jul.25,mock-community,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,POS_S14,positive sequencing control lab,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POS_S14,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,POS_S259,positive sequencing control lab,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POS_S259,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
